elo,server,patch,champion,role,role_pickrate,tier,winrate,winrate_evol,pickrate,games
Master+,TOUT,15.24,Zac,jungle,62.2%,C,50.9%,+0.4%,2.7%,18 299
Master+,TOUT,15.24,Rell,support,99.8%,C,50.1%,-0.2%,5.3%,36 791
Master+,TOUT,15.24,Sivir,adc,99.0%,C,49.9%,+0.6%,5.5%,38 056
Master+,TOUT,15.24,Samira,adc,98.7%,C,50.6%,+0.2%,3.2%,21 997
Master+,TOUT,15.24,Annie,mid,82.5%,C,51.5%,-2.6%,1.2%,8 446
Master+,TOUT,15.24,Gangplank,top,91.7%,C,50.5%,+0.6%,3.6%,25 140
Master+,TOUT,15.24,Shen,top,86.2%,C,50.6%,+0.1%,3.6%,24 685
Master+,TOUT,15.24,Smolder,adc,82.6%,C,49.1%,-0.8%,7.9%,54 319
Master+,TOUT,15.24,Vel'Koz,mid,32.5%,C,51.4%,+1.6%,1.2%,8 436
Master+,TOUT,15.24,Teemo,top,75.3%,C,51.0%,+0.3%,2.0%,13 466
Master+,TOUT,15.24,Diana,mid,31.4%,C,50.3%,-0.9%,2.9%,20 275
Master+,TOUT,15.24,Vladimir,mid,50.4%,C,49.5%,+0.5%,3.2%,21 811
Master+,TOUT,15.24,Twitch,adc,85.5%,C,50.0%,+0.7%,4.0%,27 721
Master+,TOUT,15.24,Maokai,support,75.9%,C,51.2%,+0.1%,1.4%,9 876
Master+,TOUT,15.24,Seraphine,support,74.3%,C,50.4%,-1.0%,3.7%,25 421
Master+,TOUT,15.24,Fizz,mid,87.8%,C,50.5%,-1.1%,2.7%,18 844
Master+,TOUT,15.24,Zaahen,jungle,17.0%,C,49.1%,-1.0%,2.2%,15 019
Master+,TOUT,15.24,Evelynn,jungle,97.9%,C,50.6%,+0.3%,2.1%,14 362
Master+,TOUT,15.24,Pantheon,top,30.5%,C,50.6%,+1.0%,2.1%,14 660
Master+,TOUT,15.24,Fiddlesticks,jungle,61.6%,C,50.6%,+0.5%,1.9%,13 080
Master+,TOUT,15.24,Zoe,support,16.1%,C,49.6%,+0.1%,1.0%,6 975
Master+,TOUT,15.24,Taliyah,mid,72.5%,C,50.2%,+0.3%,3.8%,26 027
Master+,TOUT,15.24,Morgana,mid,37.5%,C,50.1%,+1.4%,1.5%,10 265
Master+,TOUT,15.24,Akali,top,22.2%,C,49.4%,+0.2%,1.8%,12 447
Master+,TOUT,15.24,Cho'Gath,top,60.0%,C,50.4%,-0.1%,2.8%,19 497
Master+,TOUT,15.24,Xin Zhao,jungle,92.5%,C,49.8%,-0.6%,4.7%,32 440
Master+,TOUT,15.24,Sion,top,83.2%,C,49.6%,-0.6%,5.1%,35 484
Master+,TOUT,15.24,Renekton,top,94.1%,D,48.8%,+0.4%,5.7%,39 150
Master+,TOUT,15.24,Zed,jungle,43.2%,D,48.2%,+1.1%,4.6%,32 004
Master+,TOUT,15.24,Yasuo,top,30.8%,D,48.6%,+1.2%,3.3%,22 935
Master+,TOUT,15.24,Gwen,jungle,25.6%,D,50.1%,+1.2%,1.3%,9 241
Master+,TOUT,15.24,Gragas,top,67.8%,D,50.1%,-0.0%,3.1%,21 710
Master+,TOUT,15.24,Camille,top,84.8%,D,50.0%,+0.1%,3.5%,24 089
Master+,TOUT,15.24,Aurelion Sol,mid,71.9%,D,50.5%,+1.2%,1.9%,13 148
Master+,TOUT,15.24,Vel'Koz,support,47.8%,D,50.5%,-2.2%,1.8%,12 415
Master+,TOUT,15.24,Neeko,support,79.7%,D,49.4%,+2.4%,3.8%,25 861
Master+,TOUT,15.24,Xerath,mid,69.5%,D,49.8%,+1.4%,3.4%,23 356
Master+,TOUT,15.24,Lissandra,mid,91.5%,D,50.2%,-0.1%,2.6%,17 935
Master+,TOUT,15.24,Dr.Mundo,top,59.6%,D,49.4%,-0.9%,3.7%,25 255
Master+,TOUT,15.24,Ambessa,jungle,27.4%,D,48.3%,+0.8%,3.3%,23 092
Master+,TOUT,15.24,Senna,support,89.8%,D,49.9%,+0.1%,3.3%,22 553
Master+,TOUT,15.24,Shaco,support,23.5%,D,49.1%,-1.4%,1.0%,6 956
Master+,TOUT,15.24,Lux,mid,47.4%,D,49.8%,-0.6%,3.1%,21 248
Master+,TOUT,15.24,Galio,mid,84.1%,D,49.2%,+1.0%,4.5%,30 756
Master+,TOUT,15.24,Mel,adc,23.1%,D,48.4%,+0.9%,2.2%,15 189
Master+,TOUT,15.24,Pantheon,support,39.1%,D,49.6%,-1.7%,2.7%,18 787
Master+,TOUT,15.24,Tryndamere,top,78.6%,D,49.8%,-1.5%,2.1%,14 455
Master+,TOUT,15.24,Sylas,support,5.7%,D,48.5%,-0.0%,1.1%,7 887
Master+,TOUT,15.24,K'Sante,top,95.7%,D,48.3%,-0.4%,6.0%,41 685
Master+,TOUT,15.24,Kayn,jungle,92.8%,D,48.9%,-1.1%,3.6%,25 015
Master+,TOUT,15.24,Warwick,jungle,49.8%,D,49.9%,-0.5%,1.4%,9 500
Master+,TOUT,15.24,Sett,top,92.0%,D,49.2%,-0.5%,3.5%,24 399
Master+,TOUT,15.24,Hwei,mid,75.9%,D,48.9%,-0.1%,3.9%,26 768
Master+,TOUT,15.24,Malphite,jungle,33.6%,D,47.4%,-2.6%,3.9%,26 684
Master+,TOUT,15.24,Zeri,adc,96.2%,D,48.9%,+1.6%,4.4%,30 604
Master+,TOUT,15.24,Naafiri,jungle,51.9%,D,48.9%,+0.7%,2.4%,16 699
Master+,TOUT,15.24,Lillia,jungle,98.7%,D,49.3%,-0.7%,2.4%,16 418
Master+,TOUT,15.24,Gnar,top,98.5%,D,49.0%,+0.6%,3.4%,23 493
Master+,TOUT,15.24,Aurora,mid,72.3%,D,48.8%,-0.7%,3.2%,22 103
Master+,TOUT,15.24,Garen,top,90.1%,D,48.6%,-0.3%,3.9%,26 742
Master+,TOUT,15.24,Ryze,mid,77.4%,D,48.6%,-0.3%,4.3%,29 903
Master+,TOUT,15.24,Wukong,jungle,80.4%,D,48.9%,-0.6%,3.0%,20 904
Master+,TOUT,15.24,Malzahar,mid,90.1%,D,48.4%,+0.6%,3.8%,26 326
Master+,TOUT,15.24,Ornn,top,92.3%,D,48.8%,+1.6%,3.7%,25 777
Master+,TOUT,15.24,Nocturne,jungle,90.0%,D,49.0%,-0.1%,2.2%,15 375
Master+,TOUT,15.24,Nasus,top,78.1%,D,49.1%,+0.9%,2.0%,13 923
Master+,TOUT,15.24,Aurora,top,25.9%,D,49.1%,+1.0%,1.2%,7 930
Master+,TOUT,15.24,Zyra,support,48.2%,D,49.1%,+0.3%,1.7%,11 419
Master+,TOUT,15.24,Veigar,mid,69.7%,D,49.1%,+0.9%,2.2%,15 420
Master+,TOUT,15.24,Corki,adc,77.4%,D,48.7%,+1.4%,3.3%,22 409
Master+,TOUT,15.24,Volibear,jungle,35.1%,D,49.3%,+1.2%,1.1%,7 889
Master+,TOUT,15.24,Brand,support,42.0%,D,49.3%,-1.8%,1.1%,7 563
Master+,TOUT,15.24,Mordekaiser,top,89.9%,D,48.2%,+0.3%,3.5%,24 070
Master+,TOUT,15.24,Cho'Gath,jungle,21.2%,D,49.1%,+3.3%,1.0%,6 903
Master+,TOUT,15.24,Morgana,support,52.1%,D,48.0%,+1.0%,2.1%,14 231
Master+,TOUT,15.24,Ryze,top,22.1%,D,48.9%,-0.1%,1.2%,8 536
Master+,TOUT,15.24,Briar,jungle,90.1%,D,48.6%,-0.6%,1.9%,12 814
Master+,TOUT,15.24,Varus,top,18.5%,D,48.9%,+3.1%,1.0%,6 976
Master+,TOUT,15.24,Yorick,top,95.2%,D,48.4%,-1.1%,1.8%,12 474
Master+,TOUT,15.24,Varus,adc,76.5%,D,47.9%,+2.7%,4.2%,28 853
Master+,TOUT,15.24,Illaoi,top,95.2%,D,48.7%,-0.8%,1.4%,9 662
Master+,TOUT,15.24,Kalista,adc,92.8%,D,48.6%,+0.1%,1.7%,11 502
Master+,TOUT,15.24,Dr.Mundo,jungle,35.6%,D,47.9%,+1.8%,2.2%,15 095
Master+,TOUT,15.24,Swain,support,23.8%,D,48.4%,+0.8%,1.6%,11 120
Master+,TOUT,15.24,Renata,support,99.6%,D,48.6%,+1.2%,1.3%,8 806
Master+,TOUT,15.24,Pantheon,jungle,19.9%,D,48.2%,+1.5%,1.4%,9 566
Master+,TOUT,15.24,Yone,mid,53.4%,D,47.2%,-0.0%,4.6%,31 707
Master+,TOUT,15.24,Mel,mid,57.9%,D,45.5%,-0.6%,5.5%,38 101
Master+,TOUT,15.24,Yone,top,45.5%,D,47.3%,+0.4%,3.9%,26 980
Master+,TOUT,15.24,Vi,jungle,94.4%,D,47.9%,-0.3%,2.6%,17 937
Master+,TOUT,15.24,Yuumi,support,99.2%,D,46.2%,-0.7%,4.6%,31 763
Master+,TOUT,15.24,Volibear,top,63.2%,D,47.7%,+1.0%,2.1%,14 194
Master+,TOUT,15.24,Lux,support,31.9%,D,47.3%,+0.1%,2.1%,14 288
Master+,TOUT,15.24,Amumu,jungle,61.2%,D,47.7%,+0.6%,1.0%,6 915
Master+,TOUT,15.24,Sejuani,jungle,54.3%,D,47.6%,+1.0%,1.3%,9 215
Master+,TOUT,15.24,Azir,mid,91.6%,D,46.0%,+0.3%,3.0%,20 432
Master+,TOUT,15.24,Xerath,support,24.8%,D,46.1%,+0.5%,1.2%,8 330
Master+,TOUT,15.24,Smolder,mid,13.1%,D,45.3%,-0.8%,1.2%,8 584
Master+,TOUT,15.24,Mel,support,18.2%,D,43.3%,+1.2%,1.7%,12 003
