elo,server,patch,champion,role,role_pickrate,tier,winrate,winrate_evol,pickrate,games
Master+,KR,15.23,Gnar,top,98.6%,C,50.5%,+1.2%,4.3%,2 869
Master+,KR,15.23,Ezreal,adc,97.8%,C,47.6%,-1.1%,17.3%,11 423
Master+,KR,15.23,Shaco,support,27.2%,C,49.8%,-1.0%,1.5%,1 025
Master+,KR,15.23,Sona,support,98.9%,C,51.6%,-1.8%,1.0%,671
Master+,KR,15.23,Illaoi,top,95.0%,C,51.4%,+0.1%,1.3%,842
Master+,KR,15.23,Taliyah,jungle,19.6%,C,51.2%,+0.0%,1.6%,1 064
Master+,KR,15.23,Aurora,mid,74.7%,C,50.4%,-0.7%,4.0%,2 652
Master+,KR,15.23,Akali,mid,78.2%,C,48.5%,-0.2%,7.4%,4 917
Master+,KR,15.23,Gwen,top,65.6%,C,50.8%,+1.4%,2.7%,1 787
Master+,KR,15.23,Xin Zhao,jungle,92.2%,C,49.8%,-0.5%,5.7%,3 759
Master+,KR,15.23,Zaahen,jungle,15.1%,C,49.3%,-0.6%,2.1%,1 408
Master+,KR,15.23,Zyra,support,51.6%,C,50.7%,+2.6%,2.0%,1 322
Master+,KR,15.23,Zeri,adc,96.0%,C,49.9%,+1.1%,5.6%,3 736
Master+,KR,15.23,Nocturne,jungle,90.8%,C,51.0%,+0.1%,1.5%,1 019
Master+,KR,15.23,Olaf,top,85.7%,C,50.6%,-2.7%,2.5%,1 655
Master+,KR,15.23,Jarvan IV,jungle,95.7%,C,50.0%,+2.3%,5.1%,3 367
Master+,KR,15.23,Urgot,top,94.5%,C,51.0%,+0.3%,1.5%,1 007
Master+,KR,15.23,Diana,jungle,62.4%,C,50.8%,+3.1%,1.7%,1 111
Master+,KR,15.23,Diana,mid,36.3%,C,50.3%,-1.1%,2.9%,1 911
Master+,KR,15.23,Nami,support,99.9%,C,50.3%,+1.3%,3.6%,2 360
Master+,KR,15.23,Hwei,mid,76.2%,C,49.7%,-0.5%,4.4%,2 922
Master+,KR,15.23,Ekko,mid,39.2%,D,50.2%,-1.9%,2.6%,1 738
Master+,KR,15.23,Hecarim,jungle,99.8%,D,49.8%,-1.1%,4.1%,2 739
Master+,KR,15.23,Galio,mid,83.8%,D,49.2%,+0.6%,5.7%,3 777
Master+,KR,15.23,Samira,adc,98.9%,D,50.8%,+0.3%,1.1%,756
Master+,KR,15.23,Vayne,top,26.8%,D,50.8%,-1.5%,1.0%,685
Master+,KR,15.23,Ziggs,adc,76.1%,D,50.2%,+1.9%,2.5%,1 659
Master+,KR,15.23,Kayle,top,56.6%,D,50.6%,+3.2%,1.3%,844
Master+,KR,15.23,Wukong,jungle,76.8%,D,50.2%,-0.1%,2.0%,1 334
Master+,KR,15.23,Vayne,adc,69.9%,D,50.5%,-1.7%,1.2%,763
Master+,KR,15.23,Jayce,jungle,21.6%,D,48.1%,+0.2%,3.1%,2 038
Master+,KR,15.23,Sylas,support,5.1%,D,48.7%,-0.7%,1.2%,799
Master+,KR,15.23,Ryze,mid,80.8%,D,48.8%,+1.6%,5.9%,3 915
Master+,KR,15.23,Shen,top,85.2%,D,50.0%,-0.1%,2.4%,1 592
Master+,KR,15.23,Yasuo,mid,58.9%,D,47.7%,+1.0%,4.6%,3 072
Master+,KR,15.23,Garen,top,91.2%,D,50.1%,-0.3%,2.0%,1 298
Master+,KR,15.23,Viktor,mid,94.5%,D,48.3%,-1.7%,7.4%,4 874
Master+,KR,15.23,Warwick,top,48.8%,D,50.1%,-1.9%,1.4%,928
Master+,KR,15.23,Corki,adc,76.6%,D,49.7%,+0.6%,2.9%,1 910
Master+,KR,15.23,Naafiri,mid,38.2%,D,49.5%,+1.4%,1.5%,999
Master+,KR,15.23,Aatrox,top,46.5%,D,47.2%,+0.9%,5.5%,3 615
Master+,KR,15.23,Sion,top,81.6%,D,48.7%,-1.4%,5.7%,3 786
Master+,KR,15.23,Aurora,top,23.1%,D,49.8%,+3.2%,1.1%,751
Master+,KR,15.23,Camille,top,84.2%,D,49.1%,+1.0%,3.9%,2 575
Master+,KR,15.23,Heimerdinger,top,62.1%,D,49.7%,-2.0%,1.1%,736
Master+,KR,15.23,Rengar,jungle,89.1%,D,49.3%,+1.8%,2.1%,1 369
Master+,KR,15.23,Aurelion Sol,mid,72.6%,D,49.5%,+0.4%,1.9%,1 282
Master+,KR,15.23,Morgana,support,49.7%,D,49.1%,-0.3%,2.0%,1 306
Master+,KR,15.23,Lillia,jungle,98.6%,D,49.1%,-1.3%,2.9%,1 902
Master+,KR,15.23,Gragas,top,67.4%,D,49.2%,-0.8%,2.6%,1 715
Master+,KR,15.23,Malzahar,mid,90.6%,D,49.2%,+1.7%,2.3%,1 554
Master+,KR,15.23,Jax,jungle,26.2%,D,47.8%,-1.6%,1.2%,803
Master+,KR,15.23,Smolder,adc,80.9%,D,48.7%,+0.4%,3.5%,2 296
Master+,KR,15.23,Sett,top,91.4%,D,48.9%,+1.2%,2.9%,1 890
Master+,KR,15.23,Kalista,adc,93.9%,D,49.0%,+1.2%,2.4%,1 562
Master+,KR,15.23,Yone,mid,54.6%,D,47.0%,-0.2%,7.3%,4 848
Master+,KR,15.23,Caitlyn,adc,96.8%,D,47.5%,+1.6%,5.0%,3 290
Master+,KR,15.23,Swain,support,33.2%,D,49.0%,+0.5%,1.4%,898
Master+,KR,15.23,Vladimir,top,45.6%,D,48.4%,-0.7%,2.4%,1 614
Master+,KR,15.23,Milio,support,99.9%,D,48.6%,-1.8%,2.3%,1 505
Master+,KR,15.23,Morgana,mid,41.2%,D,48.5%,-3.1%,1.0%,688
Master+,KR,15.23,Senna,support,88.1%,D,48.4%,-1.6%,2.4%,1 618
Master+,KR,15.23,Skarner,jungle,79.1%,D,48.8%,+1.6%,1.1%,748
Master+,KR,15.23,Mel,support,14.6%,D,46.4%,+2.0%,3.5%,2 290
Master+,KR,15.23,Pantheon,top,29.0%,D,48.3%,+2.1%,1.9%,1 241
Master+,KR,15.23,Yasuo,top,29.0%,D,46.6%,+0.2%,2.6%,1 744
Master+,KR,15.23,Varus,adc,79.4%,D,47.2%,+1.7%,5.2%,3 452
Master+,KR,15.23,Fizz,mid,62.7%,D,48.0%,-2.1%,2.5%,1 635
Master+,KR,15.23,Xerath,mid,68.0%,D,47.9%,-0.6%,2.7%,1 796
Master+,KR,15.23,Ryze,top,18.7%,D,48.3%,+0.7%,1.4%,926
Master+,KR,15.23,Yone,top,44.4%,D,46.8%,+0.8%,5.0%,3 322
Master+,KR,15.23,Corki,mid,20.5%,D,48.3%,-1.6%,1.2%,784
Master+,KR,15.23,Teemo,top,74.7%,D,48.0%,+4.0%,1.4%,904
Master+,KR,15.23,Vel'Koz,support,51.3%,D,48.1%,-3.8%,1.4%,916
Master+,KR,15.23,Briar,jungle,89.8%,D,48.2%,-0.2%,1.2%,818
Master+,KR,15.23,Mordekaiser,top,90.9%,D,47.6%,+0.8%,2.9%,1 909
Master+,KR,15.23,Zed,jungle,48.7%,D,45.5%,+2.0%,3.8%,2 510
Master+,KR,15.23,Yorick,top,94.8%,D,47.1%,-1.7%,1.9%,1 259
Master+,KR,15.23,Vi,jungle,90.4%,D,47.0%,-2.1%,3.0%,2 010
Master+,KR,15.23,Naafiri,jungle,53.7%,D,46.8%,-0.9%,1.9%,1 252
Master+,KR,15.23,Tryndamere,top,77.4%,D,46.8%,-2.6%,2.2%,1 426
Master+,KR,15.23,Tristana,mid,10.3%,D,46.3%,+4.3%,1.3%,862
Master+,KR,15.23,Pantheon,jungle,21.7%,D,46.8%,+2.4%,1.8%,1 187
Master+,KR,15.23,Ambessa,jungle,34.3%,D,44.1%,+2.7%,5.7%,3 754
Master+,KR,15.23,Varus,top,16.2%,D,46.6%,+2.8%,1.2%,789
Master+,KR,15.23,Yuumi,support,99.1%,D,44.1%,-2.6%,4.2%,2 753
Master+,KR,15.23,Akali,top,21.5%,D,45.2%,+0.9%,1.4%,946
Master+,KR,15.23,Lux,support,38.1%,D,46.0%,-0.9%,1.7%,1 125
Master+,KR,15.23,Dr.Mundo,jungle,51.5%,D,45.3%,+1.0%,2.6%,1 714
Master+,KR,15.23,Malphite,jungle,36.3%,D,44.5%,-4.7%,2.5%,1 631
Master+,KR,15.23,Azir,mid,93.1%,D,44.4%,+0.6%,5.2%,3 466
Master+,KR,15.23,Ornn,top,77.6%,D,45.5%,+2.4%,2.0%,1 306
Master+,KR,15.23,Kayn,jungle,91.2%,D,45.2%,-0.1%,1.7%,1 125
Master+,KR,15.23,Volibear,top,63.4%,D,44.9%,-0.6%,1.2%,826
Master+,KR,15.23,Xerath,support,26.0%,D,44.4%,-2.7%,1.4%,905
Master+,KR,15.23,Riven,jungle,24.0%,D,41.4%,+3.5%,1.0%,683
